"arrival_date_year","arrival_date_month","hotel","country","tourist_type","completed_bookings","canceled_bookings"
2016,"March","City Hotel","AGO","Others",0,1
2016,"March","City Hotel","AGO","Single",1,3
2016,"March","City Hotel","ARE","Couple",0,2
2016,"March","City Hotel","ARG","Couple",7,2
2016,"March","City Hotel","ARM","Couple",1,0
2016,"March","City Hotel","AUS","Couple",4,0
2016,"March","City Hotel","AUS","Single",2,0
2016,"March","City Hotel","AUT","Couple",28,3
2016,"March","City Hotel","AUT","Family",3,0
2016,"March","City Hotel","AUT","Others",5,1
2016,"March","City Hotel","AUT","Single",2,0
2016,"March","City Hotel","AZE","Family",1,2
2016,"March","City Hotel","BEL","Couple",51,13
2016,"March","City Hotel","BEL","Family",5,0
2016,"March","City Hotel","BEL","Others",4,2
2016,"March","City Hotel","BEL","Single",4,0
2016,"March","City Hotel","BGR","Couple",3,0
2016,"March","City Hotel","BGR","Others",1,0
2016,"March","City Hotel","BRA","Couple",26,20
2016,"March","City Hotel","BRA","Family",2,1
2016,"March","City Hotel","BRA","Others",2,0
2016,"March","City Hotel","BRA","Single",5,1
2016,"March","City Hotel","CN","Couple",2,3
2016,"March","City Hotel","CN","Family",1,0
2016,"March","City Hotel","CN","Single",1,1
2016,"March","City Hotel","COL","Couple",0,1
2016,"March","City Hotel","COL","Others",2,0
2016,"March","City Hotel","COL","Single",3,2
2016,"March","City Hotel","CPV","Couple",0,1
2016,"March","City Hotel","CPV","Single",0,1
2016,"March","City Hotel","CZE","Couple",3,2
2016,"March","City Hotel","CZE","Single",1,0
2016,"March","City Hotel","CHE","Couple",33,7
2016,"March","City Hotel","CHE","Family",4,0
2016,"March","City Hotel","CHE","Others",4,3
2016,"March","City Hotel","CHE","Single",7,0
2016,"March","City Hotel","CHL","Couple",2,0
2016,"March","City Hotel","CHL","Others",0,1
2016,"March","City Hotel","CHN","Couple",6,9
2016,"March","City Hotel","CHN","Family",0,1
2016,"March","City Hotel","CHN","Others",2,0
2016,"March","City Hotel","CHN","Single",2,10
2016,"March","City Hotel","DEU","Couple",146,24
2016,"March","City Hotel","DEU","Family",13,4
2016,"March","City Hotel","DEU","Others",12,1
2016,"March","City Hotel","DEU","Single",28,1
2016,"March","City Hotel","DNK","Couple",10,2
2016,"March","City Hotel","DNK","Family",2,0
2016,"March","City Hotel","DNK","Others",0,1
2016,"March","City Hotel","DNK","Single",2,0
2016,"March","City Hotel","DZA","Couple",6,1
2016,"March","City Hotel","DZA","Family",0,1
2016,"March","City Hotel","DZA","Single",6,0
2016,"March","City Hotel","ESP","Couple",109,57
2016,"March","City Hotel","ESP","Family",36,31
2016,"March","City Hotel","ESP","Others",22,17
2016,"March","City Hotel","ESP","Single",38,1
2016,"March","City Hotel","EST","Couple",1,1
2016,"March","City Hotel","FIN","Couple",9,1
2016,"March","City Hotel","FIN","Family",1,0
2016,"March","City Hotel","FIN","Single",1,0
2016,"March","City Hotel","FRA","Couple",191,27
2016,"March","City Hotel","FRA","Family",9,7
2016,"March","City Hotel","FRA","Others",13,1
2016,"March","City Hotel","FRA","Single",36,8
2016,"March","City Hotel","GBR","Couple",85,38
2016,"March","City Hotel","GBR","Family",5,6
2016,"March","City Hotel","GBR","Others",8,9
2016,"March","City Hotel","GBR","Single",13,10
2016,"March","City Hotel","GEO","Couple",0,2
2016,"March","City Hotel","GIB","Couple",0,1
2016,"March","City Hotel","GIB","Others",0,1
2016,"March","City Hotel","GNB","Couple",1,0
2016,"March","City Hotel","GNB","Single",4,0
2016,"March","City Hotel","HRV","Couple",1,1
2016,"March","City Hotel","HRV","Family",0,2
2016,"March","City Hotel","HRV","Others",0,1
2016,"March","City Hotel","HUN","Couple",7,5
2016,"March","City Hotel","IDN","Single",1,0
2016,"March","City Hotel","IND","Family",1,0
2016,"March","City Hotel","IND","Single",1,0
2016,"March","City Hotel","IRL","Couple",28,8
2016,"March","City Hotel","IRL","Family",3,0
2016,"March","City Hotel","IRL","Others",2,2
2016,"March","City Hotel","IRL","Single",1,0
2016,"March","City Hotel","IRN","Couple",1,4
2016,"March","City Hotel","IRN","Family",1,2
2016,"March","City Hotel","IRN","Others",1,0
2016,"March","City Hotel","ISR","Couple",12,1
2016,"March","City Hotel","ISR","Single",2,0
2016,"March","City Hotel","ITA","Couple",55,38
2016,"March","City Hotel","ITA","Family",7,4
2016,"March","City Hotel","ITA","Others",6,6
2016,"March","City Hotel","ITA","Single",13,2
2016,"March","City Hotel","JPN","Couple",2,0
2016,"March","City Hotel","JPN","Family",2,0
2016,"March","City Hotel","JPN","Single",6,1
2016,"March","City Hotel","KAZ","Couple",1,0
2016,"March","City Hotel","KOR","Others",1,0
2016,"March","City Hotel","KOR","Single",1,0
2016,"March","City Hotel","KWT","Couple",2,1
2016,"March","City Hotel","LBN","Single",0,1
2016,"March","City Hotel","LBY","Single",3,0
2016,"March","City Hotel","LTU","Others",1,0
2016,"March","City Hotel","LUX","Couple",3,0
2016,"March","City Hotel","LUX","Family",1,0
2016,"March","City Hotel","LUX","Others",0,1
2016,"March","City Hotel","LUX","Single",0,1
2016,"March","City Hotel","MAR","Couple",0,1
2016,"March","City Hotel","MAR","Family",2,0
2016,"March","City Hotel","MAR","Others",1,1
2016,"March","City Hotel","MAR","Single",1,0
2016,"March","City Hotel","MEX","Couple",1,2
2016,"March","City Hotel","MEX","Family",0,1
2016,"March","City Hotel","MEX","Others",1,0
2016,"March","City Hotel","MOZ","Couple",1,0
2016,"March","City Hotel","MOZ","Single",1,0
2016,"March","City Hotel","NGA","Couple",0,1
2016,"March","City Hotel","NGA","Family",0,2
2016,"March","City Hotel","NGA","Single",0,1
2016,"March","City Hotel","NLD","Couple",31,8
2016,"March","City Hotel","NLD","Family",1,2
2016,"March","City Hotel","NLD","Others",1,0
2016,"March","City Hotel","NLD","Single",8,0
2016,"March","City Hotel","NOR","Couple",2,0
2016,"March","City Hotel","NOR","Single",5,0
2016,"March","City Hotel","NZL","Couple",4,0
2016,"March","City Hotel","PAK","Others",0,1
2016,"March","City Hotel","PAK","Single",0,2
2016,"March","City Hotel","PER","Couple",2,0
2016,"March","City Hotel","POL","Couple",21,4
2016,"March","City Hotel","POL","Family",2,0
2016,"March","City Hotel","POL","Single",7,0
2016,"March","City Hotel","PRT","Couple",250,418
2016,"March","City Hotel","PRT","Family",26,8
2016,"March","City Hotel","PRT","Others",19,15
2016,"March","City Hotel","PRT","Single",195,150
2016,"March","City Hotel","ROU","Couple",6,0
2016,"March","City Hotel","ROU","Others",1,0
2016,"March","City Hotel","RUS","Couple",4,7
2016,"March","City Hotel","RUS","Others",1,1
2016,"March","City Hotel","RUS","Single",1,3
2016,"March","City Hotel","SGP","Couple",0,1
2016,"March","City Hotel","SRB","Others",1,0
2016,"March","City Hotel","SVK","Family",1,0
2016,"March","City Hotel","SVN","Couple",1,5
2016,"March","City Hotel","SVN","Single",0,3
2016,"March","City Hotel","SWE","Couple",13,8
2016,"March","City Hotel","SWE","Family",2,0
2016,"March","City Hotel","SWE","Single",4,1
2016,"March","City Hotel","TUN","Couple",0,2
2016,"March","City Hotel","TUR","Couple",8,5
2016,"March","City Hotel","TUR","Family",0,1
2016,"March","City Hotel","TUR","Others",2,0
2016,"March","City Hotel","TUR","Single",4,0
2016,"March","City Hotel","TWN","Couple",1,0
2016,"March","City Hotel","TWN","Others",1,0
2016,"March","City Hotel","UKR","Couple",1,0
2016,"March","City Hotel","UKR","Family",1,1
2016,"March","City Hotel","USA","Couple",42,7
2016,"March","City Hotel","USA","Family",3,4
2016,"March","City Hotel","USA","Others",3,0
2016,"March","City Hotel","USA","Single",11,2
2016,"March","City Hotel","VEN","Couple",1,0
2016,"March","City Hotel","VEN","Others",0,2
2016,"March","City Hotel","ZAF","Couple",0,1
2016,"March","City Hotel","ZAF","Single",1,0
2016,"March","Resort Hotel","ALB","Family",1,0
2016,"March","Resort Hotel","AUS","Couple",1,0
2016,"March","Resort Hotel","AUS","Family",1,0
2016,"March","Resort Hotel","AUT","Couple",4,0
2016,"March","Resort Hotel","AUT","Single",2,0
2016,"March","Resort Hotel","BEL","Couple",12,0
2016,"March","Resort Hotel","BEL","Family",2,0
2016,"March","Resort Hotel","BEL","Others",1,0
2016,"March","Resort Hotel","BEL","Single",2,0
2016,"March","Resort Hotel","BGR","Couple",1,0
2016,"March","Resort Hotel","BRA","Couple",6,0
2016,"March","Resort Hotel","BRA","Single",2,0
2016,"March","Resort Hotel","CIV","Couple",2,0
2016,"March","Resort Hotel","CN","Couple",11,1
2016,"March","Resort Hotel","CN","Family",4,0
2016,"March","Resort Hotel","CN","Single",2,0
2016,"March","Resort Hotel","COL","Couple",1,0
2016,"March","Resort Hotel","CUB","Single",1,0
2016,"March","Resort Hotel","CHE","Couple",3,0
2016,"March","Resort Hotel","CHN","Couple",9,0
2016,"March","Resort Hotel","CHN","Single",1,0
2016,"March","Resort Hotel","DEU","Couple",34,0
2016,"March","Resort Hotel","DEU","Family",4,0
2016,"March","Resort Hotel","DEU","Single",14,1
2016,"March","Resort Hotel","DNK","Couple",3,0
2016,"March","Resort Hotel","DOM","Couple",1,0
2016,"March","Resort Hotel","ESP","Couple",197,7
2016,"March","Resort Hotel","ESP","Family",28,0
2016,"March","Resort Hotel","ESP","Others",11,0
2016,"March","Resort Hotel","ESP","Single",22,0
2016,"March","Resort Hotel","FIN","Couple",13,0
2016,"March","Resort Hotel","FIN","Family",2,0
2016,"March","Resort Hotel","FIN","Single",1,0
2016,"March","Resort Hotel","FRA","Couple",21,0
2016,"March","Resort Hotel","FRA","Single",6,1
2016,"March","Resort Hotel","GBR","Couple",164,2
2016,"March","Resort Hotel","GBR","Family",8,1
2016,"March","Resort Hotel","GBR","Others",22,0
2016,"March","Resort Hotel","GBR","Single",24,4
2016,"March","Resort Hotel","IND","Couple",1,0
2016,"March","Resort Hotel","IRL","Couple",24,0
2016,"March","Resort Hotel","IRL","Family",2,0
2016,"March","Resort Hotel","IRL","Others",2,0
2016,"March","Resort Hotel","IRL","Single",3,0
2016,"March","Resort Hotel","ITA","Couple",9,0
2016,"March","Resort Hotel","ITA","Family",1,0
2016,"March","Resort Hotel","ITA","Single",5,0
2016,"March","Resort Hotel","JOR","Couple",1,0
2016,"March","Resort Hotel","LTU","Couple",1,0
2016,"March","Resort Hotel","LUX","Couple",7,0
2016,"March","Resort Hotel","LUX","Single",2,0
2016,"March","Resort Hotel","NLD","Couple",14,0
2016,"March","Resort Hotel","NLD","Family",1,0
2016,"March","Resort Hotel","NLD","Single",7,0
2016,"March","Resort Hotel","NOR","Couple",3,0
2016,"March","Resort Hotel","NULL","Couple",9,0
2016,"March","Resort Hotel","NULL","Single",24,1
2016,"March","Resort Hotel","POL","Couple",11,0
2016,"March","Resort Hotel","PRT","Couple",310,253
2016,"March","Resort Hotel","PRT","Family",36,30
2016,"March","Resort Hotel","PRT","Others",11,3
2016,"March","Resort Hotel","PRT","Single",229,60
2016,"March","Resort Hotel","ROU","Couple",2,0
2016,"March","Resort Hotel","ROU","Family",1,0
2016,"March","Resort Hotel","RUS","Couple",1,0
2016,"March","Resort Hotel","SRB","Couple",1,0
2016,"March","Resort Hotel","SWE","Couple",2,0
2016,"March","Resort Hotel","SWE","Family",2,0
2016,"March","Resort Hotel","SYR","Couple",1,0
2016,"March","Resort Hotel","THA","Couple",1,0
2016,"March","Resort Hotel","UGA","Single",1,0
2016,"March","Resort Hotel","USA","Couple",2,0
2016,"May","City Hotel","AGO","Couple",2,0
2016,"May","City Hotel","AGO","Family",0,1
2016,"May","City Hotel","AGO","Single",0,5
2016,"May","City Hotel","ARE","Family",0,1
2016,"May","City Hotel","ARG","Couple",9,0
2016,"May","City Hotel","ARG","Others",0,1
2016,"May","City Hotel","ARG","Single",3,0
2016,"May","City Hotel","ARM","Couple",0,1
2016,"May","City Hotel","ARM","Single",0,1
2016,"May","City Hotel","AUS","Couple",5,3
2016,"May","City Hotel","AUS","Single",2,0
2016,"May","City Hotel","AUT","Couple",106,6
2016,"May","City Hotel","AUT","Family",3,1
2016,"May","City Hotel","AUT","Others",6,0
2016,"May","City Hotel","AUT","Single",23,2
2016,"May","City Hotel","BEL","Couple",40,11
2016,"May","City Hotel","BEL","Family",6,1
2016,"May","City Hotel","BEL","Others",2,0
2016,"May","City Hotel","BEL","Single",9,1
2016,"May","City Hotel","BGR","Couple",1,3
2016,"May","City Hotel","BGR","Family",0,1
2016,"May","City Hotel","BOL","Couple",7,0
2016,"May","City Hotel","BOL","Single",2,0
2016,"May","City Hotel","BRA","Couple",21,14
2016,"May","City Hotel","BRA","Family",6,2
2016,"May","City Hotel","BRA","Others",6,2
2016,"May","City Hotel","BRA","Single",5,6
2016,"May","City Hotel","CMR","Couple",1,0
2016,"May","City Hotel","CN","Couple",26,2
2016,"May","City Hotel","CN","Others",2,0
2016,"May","City Hotel","COL","Couple",1,0
2016,"May","City Hotel","COL","Single",1,0
2016,"May","City Hotel","CRI","Couple",2,0
2016,"May","City Hotel","CRI","Family",1,0
2016,"May","City Hotel","CYP","Single",2,0
2016,"May","City Hotel","CZE","Couple",1,1
2016,"May","City Hotel","CZE","Single",1,0
2016,"May","City Hotel","CHE","Couple",28,5
2016,"May","City Hotel","CHE","Family",4,3
2016,"May","City Hotel","CHE","Others",3,0
2016,"May","City Hotel","CHE","Single",12,2
2016,"May","City Hotel","CHL","Couple",3,0
2016,"May","City Hotel","CHN","Couple",7,13
2016,"May","City Hotel","CHN","Family",0,3
2016,"May","City Hotel","CHN","Others",2,1
2016,"May","City Hotel","CHN","Single",1,4
2016,"May","City Hotel","DEU","Couple",177,37
2016,"May","City Hotel","DEU","Family",13,5
2016,"May","City Hotel","DEU","Others",10,5
2016,"May","City Hotel","DEU","Single",46,6
2016,"May","City Hotel","DNK","Couple",10,1
2016,"May","City Hotel","DNK","Family",1,0
2016,"May","City Hotel","DNK","Single",1,0
2016,"May","City Hotel","ESP","Couple",41,31
2016,"May","City Hotel","ESP","Family",5,7
2016,"May","City Hotel","ESP","Others",8,4
2016,"May","City Hotel","ESP","Single",20,4
2016,"May","City Hotel","EST","Couple",3,0
2016,"May","City Hotel","FIN","Couple",3,3
2016,"May","City Hotel","FIN","Family",2,1
2016,"May","City Hotel","FIN","Others",0,1
2016,"May","City Hotel","FRA","Couple",326,53
2016,"May","City Hotel","FRA","Family",13,11
2016,"May","City Hotel","FRA","Others",14,3
2016,"May","City Hotel","FRA","Single",39,4
2016,"May","City Hotel","GBR","Couple",120,41
2016,"May","City Hotel","GBR","Family",7,7
2016,"May","City Hotel","GBR","Others",11,2
2016,"May","City Hotel","GBR","Single",33,5
2016,"May","City Hotel","GRC","Couple",0,1
2016,"May","City Hotel","GRC","Single",1,0
2016,"May","City Hotel","HRV","Couple",3,0
2016,"May","City Hotel","HRV","Family",1,0
2016,"May","City Hotel","HRV","Others",0,1
2016,"May","City Hotel","HRV","Single",1,0
2016,"May","City Hotel","HUN","Couple",2,3
2016,"May","City Hotel","HUN","Others",1,0
2016,"May","City Hotel","IMN","Couple",0,1
2016,"May","City Hotel","IND","Couple",3,1
2016,"May","City Hotel","IND","Family",0,2
2016,"May","City Hotel","IND","Others",0,1
2016,"May","City Hotel","IND","Single",1,0
2016,"May","City Hotel","IRL","Couple",27,5
2016,"May","City Hotel","IRL","Family",3,3
2016,"May","City Hotel","IRL","Others",2,1
2016,"May","City Hotel","IRL","Single",9,1
2016,"May","City Hotel","IRN","Couple",1,0
2016,"May","City Hotel","ISR","Couple",19,5
2016,"May","City Hotel","ISR","Family",1,0
2016,"May","City Hotel","ISR","Others",2,1
2016,"May","City Hotel","ISR","Single",4,0
2016,"May","City Hotel","ITA","Couple",58,28
2016,"May","City Hotel","ITA","Family",6,5
2016,"May","City Hotel","ITA","Others",6,4
2016,"May","City Hotel","ITA","Single",18,4
2016,"May","City Hotel","JPN","Couple",2,0
2016,"May","City Hotel","JPN","Single",1,4
2016,"May","City Hotel","KAZ","Single",1,1
2016,"May","City Hotel","KOR","Couple",3,4
2016,"May","City Hotel","LTU","Couple",1,0
2016,"May","City Hotel","LUX","Couple",3,1
2016,"May","City Hotel","MAR","Couple",1,0
2016,"May","City Hotel","MAR","Family",0,1
2016,"May","City Hotel","MAR","Single",3,0
2016,"May","City Hotel","MDV","Couple",0,1
2016,"May","City Hotel","MEX","Couple",2,0
2016,"May","City Hotel","MLT","Couple",2,0
2016,"May","City Hotel","MYS","Couple",1,0
2016,"May","City Hotel","NGA","Family",0,1
2016,"May","City Hotel","NIC","Family",0,1
2016,"May","City Hotel","NLD","Couple",34,12
2016,"May","City Hotel","NLD","Family",5,1
2016,"May","City Hotel","NLD","Others",1,4
2016,"May","City Hotel","NLD","Single",19,3
2016,"May","City Hotel","NOR","Couple",11,2
2016,"May","City Hotel","NOR","Single",2,0
2016,"May","City Hotel","NZL","Couple",5,0
2016,"May","City Hotel","NZL","Single",4,0
2016,"May","City Hotel","PAK","Couple",1,0
2016,"May","City Hotel","PER","Single",0,1
2016,"May","City Hotel","POL","Couple",4,0
2016,"May","City Hotel","POL","Family",1,0
2016,"May","City Hotel","POL","Others",0,1
2016,"May","City Hotel","POL","Single",6,2
2016,"May","City Hotel","PRT","Couple",310,679
2016,"May","City Hotel","PRT","Family",26,6
2016,"May","City Hotel","PRT","Others",31,11
2016,"May","City Hotel","PRT","Single",156,256
2016,"May","City Hotel","ROU","Couple",3,1
2016,"May","City Hotel","ROU","Family",0,1
2016,"May","City Hotel","ROU","Single",2,0
2016,"May","City Hotel","RUS","Couple",2,1
2016,"May","City Hotel","RUS","Family",0,2
2016,"May","City Hotel","RUS","Others",0,1
2016,"May","City Hotel","RUS","Single",3,2
2016,"May","City Hotel","SAU","Couple",0,1
2016,"May","City Hotel","SGP","Couple",1,0
2016,"May","City Hotel","SGP","Others",1,0
2016,"May","City Hotel","SRB","Single",2,0
2016,"May","City Hotel","SVN","Single",2,0
2016,"May","City Hotel","SWE","Couple",4,3
2016,"May","City Hotel","SWE","Family",1,0
2016,"May","City Hotel","SWE","Others",3,0
2016,"May","City Hotel","SWE","Single",11,2
2016,"May","City Hotel","THA","Couple",1,1
2016,"May","City Hotel","THA","Family",0,1
2016,"May","City Hotel","TJK","Couple",0,8
2016,"May","City Hotel","TUN","Couple",0,2
2016,"May","City Hotel","TUN","Single",1,0
2016,"May","City Hotel","TUR","Couple",8,2
2016,"May","City Hotel","TUR","Others",0,2
2016,"May","City Hotel","TUR","Single",5,2
2016,"May","City Hotel","TWN","Couple",1,0
2016,"May","City Hotel","URY","Couple",3,0
2016,"May","City Hotel","URY","Single",1,0
2016,"May","City Hotel","USA","Couple",29,9
2016,"May","City Hotel","USA","Family",3,3
2016,"May","City Hotel","USA","Others",3,1
2016,"May","City Hotel","USA","Single",11,2
2016,"May","City Hotel","VEN","Couple",1,0
2016,"May","City Hotel","ZAF","Single",1,0
2016,"May","Resort Hotel","AGO","Family",1,0
2016,"May","Resort Hotel","ARE","Family",0,1
2016,"May","Resort Hotel","ARG","Couple",6,1
2016,"May","Resort Hotel","ARG","Family",1,1
2016,"May","Resort Hotel","ARG","Single",1,2
2016,"May","Resort Hotel","ARM","Couple",1,0
2016,"May","Resort Hotel","AUS","Couple",2,0
2016,"May","Resort Hotel","AUS","Family",1,0
2016,"May","Resort Hotel","AUT","Couple",8,0
2016,"May","Resort Hotel","AUT","Family",1,0
2016,"May","Resort Hotel","AUT","Single",2,0
2016,"May","Resort Hotel","BDI","Couple",1,0
2016,"May","Resort Hotel","BEL","Couple",9,1
2016,"May","Resort Hotel","BEL","Family",3,0
2016,"May","Resort Hotel","BRA","Couple",8,2
2016,"May","Resort Hotel","BRA","Family",4,0
2016,"May","Resort Hotel","BRA","Single",2,0
2016,"May","Resort Hotel","CN","Couple",16,1
2016,"May","Resort Hotel","CHE","Couple",15,3
2016,"May","Resort Hotel","CHE","Family",1,1
2016,"May","Resort Hotel","CHE","Single",1,2
2016,"May","Resort Hotel","CHN","Couple",0,1
2016,"May","Resort Hotel","CHN","Single",3,0
2016,"May","Resort Hotel","DEU","Couple",114,1
2016,"May","Resort Hotel","DEU","Family",3,0
2016,"May","Resort Hotel","DEU","Others",1,0
2016,"May","Resort Hotel","DEU","Single",30,0
2016,"May","Resort Hotel","ESP","Couple",38,9
2016,"May","Resort Hotel","ESP","Family",9,3
2016,"May","Resort Hotel","ESP","Others",1,0
2016,"May","Resort Hotel","ESP","Single",6,0
2016,"May","Resort Hotel","FIN","Couple",1,0
2016,"May","Resort Hotel","FIN","Family",1,0
2016,"May","Resort Hotel","FRA","Couple",59,2
2016,"May","Resort Hotel","FRA","Family",6,1
2016,"May","Resort Hotel","FRA","Others",2,0
2016,"May","Resort Hotel","FRA","Single",9,0
2016,"May","Resort Hotel","GBR","Couple",297,5
2016,"May","Resort Hotel","GBR","Family",20,3
2016,"May","Resort Hotel","GBR","Others",9,0
2016,"May","Resort Hotel","GBR","Single",55,1
2016,"May","Resort Hotel","IND","Couple",2,0
2016,"May","Resort Hotel","IND","Family",1,0
2016,"May","Resort Hotel","IRL","Couple",130,4
2016,"May","Resort Hotel","IRL","Family",5,1
2016,"May","Resort Hotel","IRL","Others",2,0
2016,"May","Resort Hotel","IRL","Single",5,0
2016,"May","Resort Hotel","ISR","Couple",1,0
2016,"May","Resort Hotel","ITA","Couple",10,0
2016,"May","Resort Hotel","ITA","Single",1,0
2016,"May","Resort Hotel","JAM","Family",1,0
2016,"May","Resort Hotel","JPN","Couple",1,0
2016,"May","Resort Hotel","LTU","Family",1,0
2016,"May","Resort Hotel","MEX","Couple",1,0
2016,"May","Resort Hotel","MYS","Couple",1,0
2016,"May","Resort Hotel","NLD","Couple",19,1
2016,"May","Resort Hotel","NLD","Family",2,0
2016,"May","Resort Hotel","NOR","Couple",4,0
2016,"May","Resort Hotel","NOR","Family",0,1
2016,"May","Resort Hotel","NULL","Couple",2,0
2016,"May","Resort Hotel","NULL","Single",10,0
2016,"May","Resort Hotel","OMN","Couple",1,0
2016,"May","Resort Hotel","POL","Couple",12,0
2016,"May","Resort Hotel","POL","Single",1,0
2016,"May","Resort Hotel","PRI","Single",2,0
2016,"May","Resort Hotel","PRT","Couple",144,342
2016,"May","Resort Hotel","PRT","Family",17,19
2016,"May","Resort Hotel","PRT","Others",6,5
2016,"May","Resort Hotel","PRT","Single",126,54
2016,"May","Resort Hotel","ROU","Couple",5,0
2016,"May","Resort Hotel","ROU","Single",1,0
2016,"May","Resort Hotel","RUS","Couple",1,0
2016,"May","Resort Hotel","SGP","Couple",2,0
2016,"May","Resort Hotel","SWE","Couple",3,0
2016,"May","Resort Hotel","SWE","Others",1,0
2016,"May","Resort Hotel","THA","Couple",1,0
2016,"May","Resort Hotel","USA","Couple",13,2
2016,"May","Resort Hotel","USA","Family",1,2
2016,"May","Resort Hotel","USA","Others",1,0
2016,"May","Resort Hotel","USA","Single",0,1
2016,"November","City Hotel","AGO","Couple",3,4
2016,"November","City Hotel","AGO","Family",0,4
2016,"November","City Hotel","AGO","Single",3,9
2016,"November","City Hotel","ALB","Couple",1,0
2016,"November","City Hotel","ALB","Single",2,0
2016,"November","City Hotel","ARG","Couple",3,1
2016,"November","City Hotel","ARG","Family",0,1
2016,"November","City Hotel","ARG","Single",1,0
2016,"November","City Hotel","AUS","Couple",4,1
2016,"November","City Hotel","AUS","Others",1,0
2016,"November","City Hotel","AUT","Couple",3,2
2016,"November","City Hotel","AUT","Family",1,0
2016,"November","City Hotel","AUT","Single",2,0
2016,"November","City Hotel","BEL","Couple",39,12
2016,"November","City Hotel","BEL","Family",3,1
2016,"November","City Hotel","BEL","Others",2,1
2016,"November","City Hotel","BEL","Single",14,1
2016,"November","City Hotel","BGR","Couple",2,0
2016,"November","City Hotel","BRA","Couple",40,22
2016,"November","City Hotel","BRA","Family",3,4
2016,"November","City Hotel","BRA","Others",1,1
2016,"November","City Hotel","BRA","Single",5,7
2016,"November","City Hotel","CIV","Couple",1,0
2016,"November","City Hotel","CN","Couple",9,4
2016,"November","City Hotel","CN","Single",2,0
2016,"November","City Hotel","COL","Couple",0,1
2016,"November","City Hotel","COL","Single",0,1
2016,"November","City Hotel","CPV","Couple",1,0
2016,"November","City Hotel","CPV","Single",1,0
2016,"November","City Hotel","CYP","Single",7,1
2016,"November","City Hotel","CZE","Couple",3,0
2016,"November","City Hotel","CZE","Others",0,1
2016,"November","City Hotel","CZE","Single",3,0
2016,"November","City Hotel","CHE","Couple",30,8
2016,"November","City Hotel","CHE","Family",2,0
2016,"November","City Hotel","CHE","Others",1,1
2016,"November","City Hotel","CHE","Single",12,1
2016,"November","City Hotel","CHL","Couple",1,0
2016,"November","City Hotel","CHN","Couple",28,10
2016,"November","City Hotel","CHN","Others",2,2
2016,"November","City Hotel","CHN","Single",4,5
2016,"November","City Hotel","DEU","Couple",79,30
2016,"November","City Hotel","DEU","Family",2,0
2016,"November","City Hotel","DEU","Others",4,2
2016,"November","City Hotel","DEU","Single",30,15
2016,"November","City Hotel","DNK","Couple",5,1
2016,"November","City Hotel","DNK","Others",1,0
2016,"November","City Hotel","DNK","Single",7,0
2016,"November","City Hotel","DZA","Single",2,0
2016,"November","City Hotel","EGY","Couple",0,2
2016,"November","City Hotel","EGY","Single",1,2
2016,"November","City Hotel","ESP","Couple",59,31
2016,"November","City Hotel","ESP","Family",6,2
2016,"November","City Hotel","ESP","Others",5,2
2016,"November","City Hotel","ESP","Single",42,9
2016,"November","City Hotel","EST","Couple",1,0
2016,"November","City Hotel","EST","Single",6,0
2016,"November","City Hotel","FIN","Couple",9,0
2016,"November","City Hotel","FIN","Single",6,1
2016,"November","City Hotel","FRA","Couple",262,32
2016,"November","City Hotel","FRA","Family",11,1
2016,"November","City Hotel","FRA","Others",5,0
2016,"November","City Hotel","FRA","Single",36,1
2016,"November","City Hotel","GBR","Couple",92,36
2016,"November","City Hotel","GBR","Family",2,11
2016,"November","City Hotel","GBR","Others",5,0
2016,"November","City Hotel","GBR","Single",37,2
2016,"November","City Hotel","GHA","Couple",0,1
2016,"November","City Hotel","GRC","Couple",3,0
2016,"November","City Hotel","GRC","Others",0,1
2016,"November","City Hotel","GRC","Single",3,0
2016,"November","City Hotel","HRV","Couple",4,0
2016,"November","City Hotel","HRV","Single",7,0
2016,"November","City Hotel","HUN","Couple",5,7
2016,"November","City Hotel","HUN","Others",0,1
2016,"November","City Hotel","HUN","Single",2,4
2016,"November","City Hotel","IDN","Couple",0,1
2016,"November","City Hotel","IND","Couple",8,4
2016,"November","City Hotel","IND","Others",1,0
2016,"November","City Hotel","IND","Single",1,2
2016,"November","City Hotel","IRL","Couple",23,9
2016,"November","City Hotel","IRL","Others",3,3
2016,"November","City Hotel","IRL","Single",5,0
2016,"November","City Hotel","ISL","Single",1,0
2016,"November","City Hotel","ISR","Couple",2,0
2016,"November","City Hotel","ISR","Family",1,1
2016,"November","City Hotel","ISR","Single",8,2
2016,"November","City Hotel","ITA","Couple",49,44
2016,"November","City Hotel","ITA","Family",7,5
2016,"November","City Hotel","ITA","Others",6,6
2016,"November","City Hotel","ITA","Single",26,3
2016,"November","City Hotel","JPN","Couple",1,0
2016,"November","City Hotel","JPN","Others",1,0
2016,"November","City Hotel","JPN","Single",4,0
2016,"November","City Hotel","KOR","Couple",3,2
2016,"November","City Hotel","KWT","Couple",1,0
2016,"November","City Hotel","LTU","Couple",2,0
2016,"November","City Hotel","LTU","Others",1,0
2016,"November","City Hotel","LTU","Single",4,0
2016,"November","City Hotel","LUX","Couple",1,0
2016,"November","City Hotel","LUX","Family",1,0
2016,"November","City Hotel","LUX","Single",0,8
2016,"November","City Hotel","LVA","Single",3,0
2016,"November","City Hotel","MAR","Couple",2,5
2016,"November","City Hotel","MAR","Family",1,1
2016,"November","City Hotel","MDV","Couple",0,1
